식품명,지역 / 제조사,1회제공량,내용량_단위,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g)
맥앤드류 버터 쇼트브래드 화이트초콜릿 앤 스트로베리무스,삼경에프에스,30,g,46.41,0.56,2.53,5.34,2.53
머랭 코코넛,무인양품㈜,30,g,52.5,0.51,3.3,4.8,3.9
머리가 좋아하는 임실치즈쿠키,오리온,30,g,144.58,1.74,7.58,17.71,1.43
멀티그라노,보라티알,30,g,34.2,0.9,0.43,6.66,1.8
멀티그레인 앤 체다 크리스피 링,성풍양행㈜,30,g,37.8,0.99,1.44,5.4,0.36
멀티그레인 앤 토마토 크리스피 링,성풍양행㈜,30,g,34.65,0.72,1.03,6.16,0.41
멀티그레인 토티야 칩스,㈜코스트코코리아,30,g,46.61,0.64,2.89,4.5,0.32
멀티그레인롤 13곡 180g,키즈웰,30,g,40.5,0.6,2.1,4.8,0.9
멀티그레인롤 13곡 2500g,키즈웰,30,g,40.5,0.6,2.1,4.8,0.25
메가촉 레몬맛,효성인터내셔널,30,g,42.6,0.3,1.8,6.3,2.1
메가촉 바닐라 향,효성인터내셔널,30,g,40.5,0.42,1.5,6.3,2.4
메가촉 스트로베리 향,효성인터내셔널,30,g,43.2,0.42,1.86,6.18,1.8
메가촉 초콜릿 맛,효성인터내셔널,30,g,40.5,0.42,1.5,6.3,2.4
메리 비스켓,㈜파코트레이딩,30,g,39.27,0.57,0.98,7.24,2.21
물냉면,동원산업,100,g,344,12.2,0.1,73.5,3.46
메밀생면,풀무원,100,g,260,8.5,0.5,55.4,4.87
물생냉면,풀무원,100,g,243,5.2,0.3,54.9,1.25
비빔생냉면,풀무원,100,g,243,5.2,0.3,54.9,4.78
메이지 과즙구미 딸기맛,예스통상,30,g,29.65,0.53,0,6.88,5.44
메이지 과즙구미 오렌지맛,예스통상,30,g,29.65,0.53,0,6.88,5.44
메이지 과즙구미 포도맛,예스통상,30,g,29.65,0.53,0,6.88,5.73
메이지 딸기향 럭키스틱,이멕스무역,30,g,42.8,0.6,2,5.6,2.6
메이지 초콜릿향 럭키스틱,이멕스무역,30,g,42.8,0.6,2,5.6,2.6
메이플 쿠키,무인양품㈜,30,g,45.9,0.6,2.22,5.88,1.59
모나카 엠-3,㈜바른유통,30,g,35.33,0.68,0.07,8.02,0
모나카 와퍼 크러스트,주식회사서영티앤씨,30,g,34.56,0.61,0.07,7.87,3.54
모롤 블랙 버서스 화이트,씨마스타,30,g,42.54,0.48,1.5,6.78,3.36
모리나가 초코 캬라멜,매크로통상,30,g,37.8,0.38,0.94,6.91,1.48
모링가 쿠키,헬스존,30,g,31.12,0.38,1.12,4.88,1.5
모모기 콘스틱 군옥수수맛,㈜티플러스코리아,30,g,49.5,0.9,2.7,5.4,0
모모기 콘스틱 치즈맛,㈜티플러스코리아,30,g,49.5,0.9,2.7,5.4,0
모비 카라멜 향,우진무역,30,g,39.6,0.72,1.08,6.48,4.32
모아 라운드 나쵸 칩,효성인터내셔널,30,g,45,0.64,1.93,6.11,0
모찌 모나카,㈜제이투코리아,30,g,30,0.55,0,7.09,3.27
모찌 모나카,삼경에프에스,30,g,28.29,0.26,0,6.69,3.09
모찌 이리모나카,오성물산,30,g,29.12,0.26,0,6.88,3.18
목걸이 캔디,루시카토,10,g,3.67,0,0,0.9,0.75
목사랑 캔디,보령제약㈜,10,g,3.83,0,0,0.96,0.79
목사랑 캔디 매실맛,보령제약㈜,10,g,3.94,0,0,0.98,0.79
몬스터 먼치,보라티알,30,g,43.2,0.36,2.34,5.44,0.58
몬스터 먼치 치즈맛,보라티알,30,g,43.2,0.36,2.34,5.44,0.58
몬트쿠키 레드,씨에이치글로벌,30,g,39.6,0.36,1.3,6.48,3.24
몬트쿠키 블루,씨에이치글로벌,30,g,39.6,0.36,1.3,6.48,3.24
몬트쿠키 초코,씨에이치글로벌,30,g,41.4,0.36,1.8,5.76,1.8
못말리는 신짱,크라운제과,30,g,46.64,0.47,2.3,6.03,2.1
못말리는 신짱 단호박,크라운제과,30,g,45.6,0.52,2.11,6.13,1.8
못말리는 신짱 초코,크라운제과,30,g,152.65,1.57,7.25,20.28,2.12
몽달,한독제과,100,g,466.67,20,20,50,0
몽키바나나,㈜삼림식품,30,g,202.5,2.03,9.9,24.75,0
무기 파 바닐라향,삼경에프에스,30,g,43.8,0.6,1.8,6.3,2.1
무기 파 바닐라향 웨하스,㈜제이투코리아,30,g,43.5,0.6,1.8,6.3,3.9
무기후아 바닐라맛 웨이퍼,오성물산,30,g,43.8,0.6,1.8,6.3,4.2
무기후아 바닐라맛 웨이퍼,에코푸드,30,g,44.1,0.6,1.8,6.3,3.9
무지마루 특 아이스용,㈜유나이트비전,30,g,36.3,0.6,0.3,7.8,5.1
문처,예주나라㈜,30,g,42.43,1.8,1.67,5.14,0.64
문처 그린 피스,아이네스트레이딩㈜,30,g,39.86,1.8,1.67,5.14,0.64
뭉달,㈜파코트레이딩,30,g,43.2,1.8,2.1,4.2,0
뮤슬리,보라티알,30,g,29.7,0.9,0.27,5.94,1.44
뮤직 기가 바이트 초콜릿과자,일화,30,g,45,0.6,1.8,6.6,4.2
뮨처 그린피,주식회사 지지엘,30,g,42.43,1.8,1.67,5.14,0.64
뮨처 코티드,케이피라인㈜,30,g,42.43,1.8,1.67,5.14,0.64
미그나다이즈,㈜아셀푸드,30,g,45.54,0.81,2.34,5.31,0.21
미니 검정깨 콘,㈜베이크플러스,30,g,27.86,0.64,1.29,3.43,0.25
미니 곰모양 구미젤리,루시카토,10,g,3.33,0.06,0,0.78,0.6
미니 더 심슨,효성인터내셔널,30,g,42.12,0.54,1.91,5.69,2.27
미니 딸기향 바스켓,㈜베이크플러스,30,g,25.5,0.6,0.6,4.2,1.5
미니 딸기향 콘,㈜베이크플러스,30,g,30.86,0.69,1.41,3.86,0.25
미니 마카롱 가나 초콜릿,㈜신세계인터내셔날,30,g,43.75,0.75,2.5,4.5,3.75
미니 마카롱 도밍고 초콜릿,㈜신세계인터내셔날,30,g,43.75,0.75,2.5,4.5,3.75
미니 마카롱 딸기 민트,㈜신세계인터내셔날,30,g,35.53,0.71,1.42,4.97,4.26
미니 마카롱 딸기캔디 향,㈜신세계인터내셔날,30,g,38.75,1,1.5,5.25,4.75
미니 마카롱 라즈베리,㈜신세계인터내셔날,30,g,37.5,0.75,1.5,5.25,4.5
미니 마카롱 레몬,㈜신세계인터내셔날,30,g,42,0.75,2,5,4.75
미니 마카롱 마리 앙투아네트,㈜신세계인터내셔날,30,g,42.5,0.5,2.5,4.5,4
미니 마카롱 메론,㈜신세계인터내셔날,30,g,48,0.9,2.7,5.1,4.5
미니 마카롱 멜론,㈜신세계인터내셔날,30,g,42.5,1,2,5,4.5
미니 마카롱 바닐라,㈜신세계인터내셔날,30,g,43.75,0.75,2.5,4.5,4
미니 마카롱 블랙커런트 제비꽃향,㈜신세계인터내셔날,30,g,37.5,0.75,1.5,5.25,4.5
미니 마카롱 오렌지 블라썸,㈜신세계인터내셔날,30,g,45,1,2.5,4.5,4
미니 마카롱 유자 생강,㈜신세계인터내셔날,30,g,42.19,0.84,2.25,4.5,3.94
미니 마카롱 장미향,㈜신세계인터내셔날,30,g,42.5,0.5,2.5,4.5,4
미니 마카롱 제비꽃향,㈜신세계인터내셔날,30,g,38.75,1,1.5,5.25,4.75
미니 마카롱 초콜릿,㈜신세계인터내셔날,30,g,43.75,0.75,2.5,4.5,3.75
미니 마카롱 초콜릿 유자,㈜신세계인터내셔날,30,g,42.5,1,2,5,4.5
미니 마카롱 카라멜,㈜신세계인터내셔날,30,g,45,0.75,2.5,5,4.5
미니 마카롱 코코넛,㈜신세계인터내셔날,30,g,43.75,0.75,2.5,4.5,4
미니 마카롱 피스타치오,㈜신세계인터내셔날,30,g,43.75,1,2.25,5,4.25
미니 마카롱 헤이즐넛,㈜신세계인터내셔날,30,g,38.75,1,1.5,5.25,4.75
미니 믹스 구미 젤리,성준코포레이션㈜,10,g,3.28,0.05,0,0.77,0.6
미니 바닐라향 바스켓,㈜베이크플러스,30,g,27,0.3,0.6,4.8,3
미니 바닐라향 콘,㈜베이크플러스,30,g,30.86,0.69,1.41,3.86,0.25
미니 부쉐 리스,㈜아셀푸드,30,g,47.7,0.72,3.06,4.32,0.15
미니 비엔 비스킷 딸기맛,예스통상,30,g,39,0.43,1.29,6.43,3.43
미니 비엔 비스킷 초콜릿맛,예스통상,30,g,43.07,0.64,1.93,5.79,3
미니 쁘띠 뵈르 비스켓 게랑드 솔트,주식회사 신세계,30,g,45.36,0.66,1.96,6.26,2.46
미니 사블레,㈜아셀푸드,30,g,45.72,0.58,2.48,5.26,1.53
미니 스위트 트렌디 라운드,㈜아셀푸드,30,g,43.2,0.72,1.98,5.67,2.5
미니 오티스 위드 초콜릿칩,주식회사 신세계,30,g,49.2,0.54,2.91,5.4,2.28
미니 초콜릿맛 바스켓,㈜베이크플러스,30,g,30,0.43,1.37,4.07,5.7
미니 초콜릿맛 콘,㈜베이크플러스,30,g,30.43,0.43,1.37,4.07,3
미니 칩스딜라이트 버터 오트밀 초코칩 쿠키,빌그린(VilGreen),30,g,45.3,0.6,2.1,6,2.7
미니 칩스딜라이트 초콜릿칩쿠키,빌그린(VilGreen),30,g,46.03,0.51,2.31,5.66,2.06
미니 카레스,㈜아셀푸드,30,g,49.14,0.68,3.46,3.81,0.16
미니 콜라병 모양 젤리,㈜이마트,10,g,3.33,0.07,0,0.8,0.6
미니 크런치 타코쉘,타코하우스(TACO HOUSE),30,g,58,1,2,9,0
